,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Category_i,Genres_i,NameSize
220,4.5,103755.0,14000000.0,10000000,0,0.0,0,4,6,6
221,4.2,46505.0,19000000.0,1000000,0,0.0,0,4,6,5
222,4.7,11442.0,6800000.0,100000,1,4.99,0,4,6,7
223,4.8,10295.0,39000000.0,100000,1,4.99,0,4,6,6
224,4.2,159872.0,39000000.0,10000000,0,0.0,0,4,6,1
225,4.2,296.0,14000000.0,50000,0,0.0,0,4,6,1
226,4.3,29313.0,20000000.0,5000000,0,0.0,0,4,6,2
227,4.4,70991.0,20000000.0,5000000,0,0.0,0,4,6,3
228,4.4,51507.0,20000000.0,5000000,0,0.0,0,4,6,1
229,4.1,1802.0,26000000.0,100000,0,0.0,0,4,6,2
230,3.8,1383.0,51000000.0,100000,0,0.0,0,4,6,2
231,4.3,23175.0,41000000.0,1000000,0,0.0,0,4,6,5
232,3.8,5868.0,20000000.0,500000,0,0.0,0,4,6,6
233,3.5,2111.0,20000000.0,100000,0,0.0,0,4,6,3
234,4.1,5448.0,12000000.0,500000,0,0.0,0,4,6,5
235,4.6,4159.0,48000000.0,500000,0,0.0,0,4,6,6
236,4.3,20815.0,10000000.0,1000000,0,0.0,0,4,6,4
237,4.5,78662.0,22000000.0,1000000,0,0.0,0,4,6,2
238,4.1,7149.0,11000000.0,1000000,0,0.0,0,4,6,2
239,4.5,3079.0,8500000.0,100000,0,0.0,0,4,6,5
240,4.6,5800.0,8600000.0,100000,0,0.0,0,4,6,6
241,4.0,6989.0,8600000.0,1000000,0,0.0,0,4,6,4
242,4.2,16422.0,28000000.0,1000000,0,0.0,0,4,6,7
243,4.4,108741.0,28000000.0,10000000,0,0.0,0,4,6,3
244,4.4,31614.0,37000000.0,10000000,0,0.0,0,4,6,3
245,4.0,624.0,9000000.0,100000,0,0.0,0,4,6,4
246,4.2,1661.0,46000000.0,100000,0,0.0,0,4,6,3
247,4.2,97702.0,46000000.0,5000000,0,0.0,0,4,6,3
248,4.1,308.0,14000000.0,50000,0,0.0,0,4,6,2
249,4.0,6989.0,14000000.0,1000000,0,0.0,0,4,6,4
250,3.8,5211.0,26000000.0,1000000,0,0.0,0,4,6,2
251,3.9,1058.0,23000000.0,500000,0,0.0,0,4,6,3
252,3.9,78172.0,23000000.0,10000000,0,0.0,0,4,6,5
253,4.2,159872.0,23000000.0,10000000,0,0.0,0,4,6,1
254,4.2,296.0,14000000.0,50000,0,0.0,0,4,6,1
255,4.3,29313.0,20000000.0,5000000,0,0.0,0,4,6,2
256,4.4,70991.0,20000000.0,5000000,0,0.0,0,4,6,3
257,4.4,51507.0,20000000.0,5000000,0,0.0,0,4,6,1
258,4.1,1802.0,26000000.0,100000,0,0.0,0,4,6,2
259,3.8,1383.0,51000000.0,100000,0,0.0,0,4,6,2
260,4.3,23175.0,41000000.0,1000000,0,0.0,0,4,6,5
261,3.8,5868.0,20000000.0,500000,0,0.0,0,4,6,6
262,3.5,2111.0,20000000.0,100000,0,0.0,0,4,6,3
263,4.1,5448.0,12000000.0,500000,0,0.0,0,4,6,5
264,4.6,4159.0,48000000.0,500000,0,0.0,0,4,6,6
265,4.3,20815.0,10000000.0,1000000,0,0.0,0,4,6,4
266,4.5,78662.0,22000000.0,1000000,0,0.0,0,4,6,2
267,4.1,7149.0,11000000.0,1000000,0,0.0,0,4,6,2
268,4.5,3079.0,8500000.0,100000,0,0.0,0,4,6,5
269,4.6,5800.0,8600000.0,100000,0,0.0,0,4,6,6
270,4.0,6989.0,8600000.0,1000000,0,0.0,0,4,6,4
271,4.2,16422.0,28000000.0,1000000,0,0.0,0,4,6,7
272,4.3,8978.0,28000000.0,1000000,0,0.0,0,4,6,9
273,4.2,80804.0,28000000.0,5000000,0,0.0,0,4,6,6
274,4.4,42492.0,28000000.0,1000000,0,0.0,0,4,6,5
275,4.7,286897.0,39000000.0,10000000,0,0.0,0,4,6,6
276,4.5,103755.0,14000000.0,10000000,0,0.0,0,4,6,6
277,4.2,46505.0,19000000.0,1000000,0,0.0,0,4,6,5
278,4.7,11442.0,6800000.0,100000,1,4.99,0,4,6,7
279,4.8,10295.0,39000000.0,100000,1,4.99,0,4,6,6
280,4.1,217730.0,39000000.0,50000000,0,0.0,0,4,6,6
281,4.3,1002859.0,35000000.0,100000000,0,0.0,0,4,6,7
282,4.4,51510.0,35000000.0,5000000,0,0.0,0,4,6,1
283,4.5,413.0,29000000.0,10000,0,0.0,0,4,6,5
284,4.3,23175.0,41000000.0,1000000,0,0.0,0,4,6,5
285,4.5,1013635.0,41000000.0,10000000,0,0.0,1,5,7,5
286,4.6,24005.0,4900000.0,500000,0,0.0,4,5,7,8
287,4.7,57106.0,27000000.0,1000000,0,0.0,1,5,7,12
288,4.7,2249.0,32000000.0,500000,0,0.0,0,5,7,3
289,4.8,516.0,12000000.0,50000,0,0.0,0,5,8,6
290,3.9,834.0,15000000.0,50000,0,0.0,3,5,7,5
291,4.1,1010.0,11000000.0,50000,0,0.0,3,5,7,7
292,4.4,238970.0,28000000.0,1000000,0,0.0,1,5,7,6
293,4.6,302.0,2200000.0,10000,0,0.0,1,5,7,5
294,4.5,438.0,3400000.0,10000,0,0.0,0,5,7,6
295,4.7,73.0,8300000.000000001,10000,0,0.0,0,5,7,5
296,4.4,39.0,4300000.0,10000,0,0.0,2,5,7,3
297,4.5,144.0,4700000.0,10000,0,0.0,0,5,7,4
298,3.9,2181.0,10000000.0,100000,0,0.0,1,5,7,13
299,3.2,93965.0,15000000.0,5000000,0,0.0,1,5,7,7
300,3.2,1446.0,7100000.0,100000,0,0.0,3,5,7,6
301,4.1,12088.0,21000000.0,1000000,0,0.0,3,5,7,6
302,4.5,314.0,6100000.0,100000,0,0.0,0,5,7,4
303,4.2,25671.0,6100000.0,1000000,0,0.0,1,5,7,2
304,4.2,15194.0,15000000.0,1000000,0,0.0,1,5,7,8
305,3.7,22551.0,11000000.0,1000000,0,0.0,1,5,7,2
306,4.5,29839.0,29000000.0,1000000,0,0.0,1,5,7,6
307,4.6,279.0,3300000.0,100000,0,0.0,0,5,7,3
308,4.5,564387.0,3300000.0,5000000,0,0.0,0,5,7,2
309,4.7,1677.0,40000000.0,100000,0,0.0,0,5,7,2
310,4.4,757.0,10000000.0,10000,0,0.0,1,5,7,7
311,3.5,115.0,9100000.0,10000,0,0.0,3,5,7,6
312,3.3,125.0,4700000.0,5000,0,0.0,1,5,7,6
313,4.5,9952.0,38000000.0,500000,0,0.0,2,5,7,14
314,4.4,18814.0,38000000.0,1000000,0,0.0,3,5,7,6
315,4.2,21.0,6700000.0,5000,0,0.0,0,5,7,5
316,5.0,15.0,37000000.0,1000,0,0.0,0,5,7,4
317,4.4,51981.0,37000000.0,5000000,0,0.0,0,5,7,2
318,4.7,3596.0,7800000.0,10000,0,0.0,1,5,7,5
319,4.4,1006.0,19000000.0,50000,0,0.0,0,5,7,2
320,4.4,5968.0,5700000.0,1000000,0,0.0,0,5,7,2
321,4.6,4895.0,35000000.0,100000,0,0.0,0,5,7,7
322,4.0,56642847.0,35000000.0,1000000000,0,0.0,0,6,9,8
323,4.4,69119316.0,35000000.0,1000000000,0,0.0,0,6,9,2
324,4.3,125257.0,17000000.0,10000000,0,0.0,1,6,9,3
325,4.3,9642995.0,17000000.0,1000000000,0,0.0,0,6,9,5
326,4.4,1429035.0,17000000.0,100000000,0,0.0,0,6,9,6
327,4.3,4604324.0,17000000.0,1000000000,0,0.0,0,6,9,1
328,4.0,3419249.0,17000000.0,1000000000,0,0.0,0,6,9,1
329,4.3,11334799.0,17000000.0,500000000,0,0.0,0,6,9,2
330,4.3,158679.0,8800000.0,5000000,0,0.0,0,6,9,2
331,4.4,3075028.0,8800000.0,100000000,0,0.0,0,6,9,5
332,4.3,4187998.0,16000000.0,100000000,0,0.0,0,6,9,5
333,4.3,659395.0,11000000.0,100000000,0,0.0,0,6,9,6
334,4.3,4785892.0,11000000.0,500000000,0,0.0,0,6,9,6
335,4.3,66602.0,11000000.0,50000000,0,0.0,0,6,9,1
336,4.3,30209.0,15000000.0,5000000,0,0.0,0,6,9,5
337,4.0,36901.0,6600000.0,5000000,0,0.0,0,6,9,4
338,4.5,5149854.0,6600000.0,100000000,0,0.0,0,6,9,6
339,4.3,192948.0,6600000.0,10000000,0,0.0,0,6,9,2
340,3.7,99559.0,6600000.0,10000000,0,0.0,0,6,9,2
341,4.5,437674.0,6600000.0,10000000,0,0.0,0,6,9,4
342,3.9,13698.0,5100000.0,10000000,0,0.0,0,6,9,3
343,4.4,2473509.0,5100000.0,100000000,0,0.0,0,6,9,5
344,3.6,20769.0,18000000.0,1000000,0,0.0,0,6,9,3
345,4.4,36880.0,4000000.0,1000000,0,0.0,0,6,9,5
346,4.2,171031.0,4000000.0,10000000,0,0.0,0,6,9,2
347,4.4,63543.0,4000000.0,5000000,0,0.0,0,6,9,2
348,4.1,45487.0,4000000.0,10000000,0,0.0,0,6,9,2
349,4.4,615381.0,37000000.0,10000000,0,0.0,3,6,9,8
350,4.3,2451083.0,37000000.0,100000000,0,0.0,1,6,9,1
351,4.2,33053.0,22000000.0,5000000,0,0.0,0,6,9,8
352,4.2,5387333.0,22000000.0,100000000,0,0.0,0,6,9,1
353,4.4,3648120.0,3300000.0,100000000,0,0.0,1,6,9,8
354,4.4,136662.0,32000000.0,10000000,0,0.0,0,6,9,2
355,3.9,42370.0,37000000.0,1000000,0,0.0,0,6,9,2
356,4.2,781810.0,37000000.0,100000000,0,0.0,0,6,9,2
357,4.4,3128250.0,37000000.0,100000000,0,0.0,3,6,9,1
358,4.6,2083237.0,37000000.0,500000000,0,0.0,0,6,9,7
359,4.3,541389.0,37000000.0,10000000,0,0.0,0,6,9,3
360,4.3,46702.0,37000000.0,1000000,0,0.0,0,6,9,1
361,4.4,2939.0,17000000.0,100000,0,0.0,0,6,9,5
362,3.7,13761.0,17000000.0,10000000,0,0.0,0,6,9,3
363,4.3,258556.0,17000000.0,10000000,0,0.0,0,6,9,2
364,3.9,40751.0,35000000.0,10000000,0,0.0,1,6,9,2
365,4.5,17712922.0,40000000.0,500000000,0,0.0,1,6,9,8
366,3.7,25021.0,61000000.0,5000000,0,0.0,0,6,9,3
367,4.3,27187.0,66000000.0,5000000,0,0.0,0,6,9,2
368,4.4,69119316.0,66000000.0,1000000000,0,0.0,0,6,9,2
369,4.0,56646578.0,66000000.0,1000000000,0,0.0,0,6,9,8
370,4.3,4785988.0,11000000.0,500000000,0,0.0,0,6,9,6
371,4.0,122498.0,79000.0,10000000,0,0.0,0,6,9,5
372,4.3,11334973.0,79000.0,500000000,0,0.0,0,6,9,2
373,4.0,3419433.0,79000.0,1000000000,0,0.0,0,6,9,1
374,4.1,132014.0,25000000.0,10000000,0,0.0,0,6,9,7
375,4.2,83239.0,14000000.0,5000000,0,0.0,0,6,9,5
376,4.2,594728.0,14000000.0,50000000,0,0.0,0,6,9,5
377,4.2,5387446.0,14000000.0,100000000,0,0.0,0,6,9,1
378,4.1,10484169.0,14000000.0,1000000000,0,0.0,0,6,9,7
379,4.4,3128509.0,14000000.0,100000000,0,0.0,3,6,9,1
380,4.3,2451093.0,14000000.0,100000000,0,0.0,1,6,9,1
381,4.2,171031.0,14000000.0,10000000,0,0.0,0,6,9,2
382,4.4,2876500.0,24000000.0,100000000,0,0.0,0,6,9,8
383,4.2,781810.0,24000000.0,100000000,0,0.0,0,6,9,2
384,4.1,28238.0,17000000.0,1000000,0,0.0,0,6,9,4
385,4.3,335646.0,8300000.000000001,10000000,0,0.0,0,6,9,2
386,4.3,350154.0,8300000.000000001,10000000,0,0.0,0,6,9,5
387,4.5,349384.0,8199999.999999999,10000000,0,0.0,0,6,9,2
388,4.3,346982.0,8199999.999999999,10000000,0,0.0,0,6,9,2
389,4.2,244863.0,8199999.999999999,10000000,0,0.0,0,6,9,6
390,4.2,10790289.0,8199999.999999999,500000000,0,0.0,0,6,9,5
391,4.5,330761.0,8199999.999999999,10000000,0,0.0,0,6,9,1
392,4.3,37320.0,8400000.0,1000000,0,0.0,0,6,9,5
393,4.3,12842860.0,8400000.0,100000000,0,0.0,0,6,9,6
394,4.3,2546527.0,8400000.0,100000000,0,0.0,0,6,9,5
395,4.4,36893.0,4000000.0,1000000,0,0.0,0,6,9,5
396,4.2,15880.0,32000000.0,1000000,0,0.0,0,6,9,5
397,4.3,346980.0,32000000.0,10000000,0,0.0,0,6,9,2
398,4.3,9643041.0,32000000.0,1000000000,0,0.0,0,6,9,5
399,4.4,3075118.0,32000000.0,100000000,0,0.0,0,6,9,5
